DST0405*31  X220   0   0   0   1   0   0  -2  -2  -1   1  -1   2  -1  -2  -5  -3  -1   1   3   2   0  -2  -2   0   2   0
DST0406*01  X220   0   3  -2  -6 -10  -7  -1   3   1  -1  10  13  11   6   1   5   3  -2  -3  -2  -1  -4  -8 -10   1   0
DST0406*02  X220   0   2   2   5   2  -4  -7  -5   1   4   3   3  -2  -6  -6   4  -3   0   3   1  -3  -3   0   3   5   0
DST0406*03  X220   0   6   1  -5  -6  -6  -6  -2   0   5   6   7   6   4   3   4   3   4   7   9   7   7   4   4   4   3
DST0406*04  X220   0   5   8   3   0  -2   2   6   8  10   9   8   3   1   1   5   4   5  10  12   9   5   4   3   5   5
DST0406*05  X220   0   3   0   1   2   4   7   8  12  15  18  17  11  12  10   6   6   4   4   5   8   6  -2  -9  -8   6
DST0406*06  X220   0  -5  -6  -7  -7  -3  -5  -6  -1   4   8   6   2   3   3   4  11   9   8   4   6   5   3   1   0   2
DST0406*07  X220   0   0  -2   0  -4   1   8   7   8  11  15   8   2  -3  -1   1   1  -2  -1   1  -1  -6 -13 -22 -29  -1
DST0406*08  X220   0 -28 -21 -16 -16 -14 -11  -8  -4  -2   0  -4  -6  -2  -2  -2  -3  -4  -2  -4  -7   0   5   7   4  -6
DST0406*09  X220   0   0  -5  -7  -3   0  -1  -7 -11  -8 -10  -4  -3  -3  -5  -4  -8 -11  -5  -2  -6  -5  -7  -9  -8  -6
DST0406*10  X220   0  -1  -2  -2   1   1   4  -1  -1   4   6   7   5   9  12   7   4   4   6   7   3  -1  -5  -7  -5   2
DST0406*11  X220   0  -4  -2  -4  -2   3   6   6   4   4   5   2  -1  -5  -5  -3  -2  -1   2   2   2   1   2   2   2   1
DST0406*12  X220   0   3   7  10   9  15  17  16  16  18  19  14   9   7   6   1   1   3   5   7   4   3   3   3   5   8
DST0406*13  X220   0   9  11  11   8  12  14  15  21  28  31  33  29  27  29  34  34  36  34  30  28  25  24  22  21  24
DST0406*14  X220   0  25  27  28  29  29  29  23  12   3  -5  -8  -5  -8 -16 -12  -8  -2  -3  -5  -8 -14  -6   2   8   5
DST0406*15  X220   0   9  10   9   9   8   8  -2 -21 -23 -11  -1   0  -8  -4   2   2   1   1   1  -3  -9  -9 -10  -7  -2
DST0406*16  X220   0  -4  -2  -7  -7  -5  -5  -4  -6   1   0   1  -2  -5  -3  -4  -2   0   3   1  -4  -3  -3  -1   3  -2
DST0406*17  X220   0   4   5   5   4   1   0   1   1   3   2  -2  -4  -4  -2   0   4   4   6   7   4   0  -2  -1   2   2
DST0406*18  X220   0   2   6  10   9  11  11   7   7   6   6   3   0   3   6   7   2  -1   5   8   9   7   5   3   0   6
DST0406*19  X220   0   0   3   5   9  11  14  12   9   4   6   6   5   6   6   6   4   2   8  11  14  14  13  14  17   8
DST0406*20  X220   0  14  11  14  14  15  14  14  14  15  14  13  13  13  15  15  16  15  14  16  16  17  17  16  16  15
DST0406*21  X220   0  14  12  14  16  17  17  16  16  14  16  16  15  11  12  16  18  16  12  10   8   9   9  10  10  14
DST0406*22  X220   0  11   8  10  11  11  13  14  12  13  11  10  11  12  14  15  14  14  15  15  13  12  13  14  15  13
DST0406*23  X220   0  17  16  15  14  17  17  18  18  18  17  16  14  15  15  17  18  19  22  21  18  15  12  13  17  17
DST0406*24  X220   0  18  18  16  19  18  20  20  16  12  15  17  15  16  15  15  17  18  19  19  20  21  22  21  20  18
DST0406*25  X220   0  21  21  19  17  17  18  16  15  16  17  16  16  17  13  12  12  11  10   7   8  12  15  16  17  15
DST0406*26  X220   0  17  16  16  20  22  21  22  23  21  22  17  19  22  16  18  18  11  11   7   3   2   3   0  -4  14
